Destination ,Latitude,Longitude,Rating,Short Descriptin,Image
"CHI, The Spa",-33.8614848,151.2061918,4.9,Spas,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/69/1f/d8/chi-the-spa.jpg?w=1000&h=800&s=1
Lagoon safari,-34.4140967,19.3052378,4.4,Bodies of Water,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/ac/07/50/photo2jpg.jpg?w=1000&h=800&s=1
Ahungalla Sea Turtles Conservation And Research Center,6.3132776,80.0409178,3.3,Nature & Wildlife Areas,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/54/4f/11/ahungalla-sea-turtles.jpg?w=1000&h=-1&s=1
Induruwa Sea Turtle Conservation Project & Sea Turtle Information Center,6.354118,80.018341,3.8,Nature & Wildlife Areas,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/ce/02/8c/induruwa-sea-turtle-conservati.jpg?w=1000&h=-1&s=1
Odel,,,3.7,Speciality & Gift Shops • Department Stores,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/02/c6/f1/1507037291077-largejpg.jpg?w=1000&h=800&s=1
Shanthipura View Point,6.9763173,80.7540168,4.2,Lookouts,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/f6/9d/a8/caption.jpg?w=1000&h=800&s=1
Beira Lake,6.9294345,79.8541822,3.6,Bodies of Water,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/6b/40/09/beira-lake.jpg?w=1000&h=-1&s=1
Independence Memorial Hall,6.904162,79.8675756,4,Monuments & Statues,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/5e/c6/b9/de-hal-gezien-vanaf-de.jpg?w=1000&h=800&s=1
Laxapana Falls,6.8996007,80.5010409,4.8,Waterfalls,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/92/3c/2a/beautiful-waterfall-in.jpg?w=700&h=600&s=1
Tissa Wewa,6.2895818,81.2821647,4.4,Bodies of Water,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/6a/9f/44/getlstd-property-photo.jpg?w=1000&h=-1&s=1
The Factory Outlet,,,4.1,Factory Outlets,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/8b/f9/a5/the-outlet-store-galle.jpg?w=800&h=600&s=1
Kumari Ella Falls,,,4.7,Waterfalls,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/bf/9b/49/kumari-ella.jpg?w=1000&h=-1&s=1
Jathika Namal Uyana,7.9161277,80.5707164,4.1,Nature & Wildlife Areas,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/18/b5/f7/mi-chemin.jpg?w=1000&h=-1&s=1
Munneshwaram Hindu temple,7.5809087,79.8165834,4.4,Religious Sites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/ba/33/c1/munneswaram-hindu-vishnu.jpg?w=900&h=700&s=1
Lunugamvehera National Park,6.459499,81.2078164,4.4,National Parks,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/89/13/9b/lunugamvehera-national.jpg?w=700&h=600&s=1
The Sanctuary Spa,27.3141205,-80.3953908,4.5,Spas,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/d2/9e/9f/caption.jpg?w=1000&h=800&s=1
Seenigama Muhudu Viharaya,6.1553408,80.0900267,4.3,Religious Sites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/e3/dd/5c/caption.jpg?w=1000&h=-1&s=1
Hunnasgiriya Water Fall,7.4018005,80.6898511,4.6,Waterfalls,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/57/ff/ea/hunnasgiriya-waterfall.jpg?w=1000&h=-1&s=1
Kandy Tourist Information Center,7.2932773,80.6342136,4.8,Visitor Centers,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/30/17/18/near-the-kandy-temple.jpg?w=500&h=-1&s=1
Crescat Boulevard Mall,6.9171432,79.8485391,3.8,Shopping Malls,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/a2/c6/ab/img-20190222-122829-largejpg.jpg?w=1000&h=800&s=1
Barberyn Island Lighthouse,,,4.4,Lighthouses,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/50/a3/ed/barberyn-island-lighthouse.jpg?w=1000&h=800&s=1
Panadura Beach,6.7113969,79.902128,4,Beaches • Nature & Wildlife Areas,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/af/06/26/photo3jpg.jpg?w=1000&h=800&s=1
My Spa Weligama,5.9751892,80.4318092,4.9,Spas,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/33/30/9c/exterior.jpg?w=1000&h=-1&s=1
Kataragama Perahera Festival,6.4135463,81.3325679,4.9,Cultural Events,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/2e/17/32/an-elephant-with-colorful.jpg?w=1000&h=-1&s=1
Our Turtle Conservation Project,,,4.1,Nature & Wildlife Areas,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/c7/c0/9c/dsc-0650-largejpg.jpg?w=1000&h=800&s=1
Upper Diyaluma Waterfall,6.7348278,81.0324472,4.6,Waterfalls,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/3a/44/f4/diyaluma-falls-is-220.jpg?w=800&h=600&s=1
Polonnaruwa Vatadage,7.9473434,81.001521,4.6,Ancient Ruins • Monuments & Statues,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/fa/de/d7/historical-temple-polonnaruwa.jpg?w=700&h=600&s=1
Anawilundawa Wetland Sanctuary,7.7095947,79.82127,4.6,Nature & Wildlife Areas,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/89/0a/3d/anawilundawa-ramsa-wetland.jpg?w=1000&h=-1&s=1
Ella Green Grow Cooking Class,6.8828019,81.0480825,5,Gardens,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/b7/3a/ae/join-us-for-a-breakfast.jpg?w=1000&h=-1&s=1
Nagadeepa Rajamaha Viharaya,9.6127237,79.7741124,4.5,Historic Sites • Architectural Buildings,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/56/6c/06/silvery-stupa.jpg?w=700&h=600&s=1
Hanthana Mountain Range,7.2584509,80.6280705,4.5,Mountains,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/ce/0a/63/hanthana-mountain-range.jpg?w=1000&h=800&s=1
Mannar Island,9.0585114,79.8184684,4,Islands,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/1f/9b/90/mannar-island-gold-sand.jpg?w=1000&h=800&s=1
Laksala,6.934898,79.8446862,4,Speciality & Gift Shops,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/e6/59/6f/photo0jpg.jpg?w=1000&h=800&s=1
Sirilak Spice & Herbal Garden,,,3.5,Nature & Wildlife Areas • Gardens,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/e0/16/28/sirilak-spice-garden.jpg?w=1000&h=-1&s=1
Sella Kataragama Temple,6.4185071,81.3332777,4.5,Religious Sites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/dc/53/d1/photo0jpg.jpg?w=1000&h=800&s=1
Ella Spice Garden Cooking School,6.8742953,81.0496043,4.6,Cooking Classes,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/49/87/93/ella-spice-garden-cooking.jpg?w=1000&h=800&s=1
Dhowa Rock Temple,6.8563182,81.0222739,4.3,Points of Interest & Landmarks • Religious Sites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/bb/7f/66/img-20181215-111314545.jpg?w=800&h=600&s=1
Avukana Buddha Statue,8.0108714,80.5127773,4.3,Monuments & Statues,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/82/02/11/avukana-buddha-status.jpg?w=800&h=600&s=1
Kaludiya Pokuna,7.8755616,80.7356722,4.5,Historic Sites • Points of Interest & Landmarks,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/f2/05/74/the-region-of-kaludiya.jpg?w=1000&h=800&s=1
Bopath Ella (Bopath Falls),6.8017619,80.3694222,4.5,Waterfalls,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/df/d7/6a/caption.jpg?w=800&h=600&s=1
World's tallest granite Samadhi Buddha statue in Kurunegala,7.4817695,80.3608876,4.6,Monuments & Statues,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/94/8f/ba/photo1jpg.jpg?w=1000&h=-1&s=1
Twin Baths (Kuttam Pokuna),,,3.9,Bodies of Water,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/1e/51/b4/photo0jpg.jpg?w=1000&h=800&s=1
Buduruwagala,6.6925,81.1082296,4.4,Monuments & Statues,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/79/25/64/filename-img-2460-jpg.jpg?w=600&h=-1&s=1
Medirigiriya Vatadage,8.1561338,80.9961576,4.7,Historic Sites • Ancient Ruins,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/8f/16/3f/vatadage.jpg?w=1000&h=800&s=1
Priya Cookery Class,6.8743222,81.042588,4.9,Cooking Classes,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/d9/b2/4a/caption.jpg?w=1000&h=800&s=1
World Buddhist Museum,7.2940263,80.6418502,4.3,Speciality Museums,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/78/dc/12/international-buddhist.jpg?w=1000&h=800&s=1
Kumana National Park,6.5729598,81.6692532,4.5,National Parks,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/44/80/d7/leopard-at-kumana.jpg?w=1000&h=800&s=1
Mawella Beach,5.9973321,80.7474823,4.3,Beaches,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/25/63/e6/mawwella-beach-shore.jpg?w=1000&h=800&s=1
Lihiniya Gems,6.0247622,80.2191882,4.9,Speciality & Gift Shops,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1f/2d/38/f7/welcome-to-lihiniya-gems.jpg?w=1000&h=-1&s=1
Yala Safari Tours,6.2177709,81.3244704,4.3,Safaris,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/81/df/72/yala.jpg?w=1000&h=800&s=1
Marino Mall,6.9003143,79.8529847,4,Speciality & Gift Shops • Coffeehouses,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/22/14/aa/marino-mall-covers-an.jpg?w=1000&h=800&s=1
Loolkandura,7.1320144,80.7141218,4.9,Points of Interest & Landmarks,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/02/bd/c7/loolkandura.jpg?w=1000&h=800&s=1
Batticaloa Fort,7.7118126,81.702124,3.7,Historic Sites • Points of Interest & Landmarks,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/10/93/3c/batticaloa-fort.jpg?w=1000&h=-1&s=1
Victor Hasselblad Sea Turtle Research & Conservation Center,6.3337051,80.0279064,4.4,Nature & Wildlife Areas,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/db/87/ff/photo1jpg.jpg?w=1000&h=-1&s=1
Saffron Robes,,,4.8,Art Galleries,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/8b/bf/a9/photo0jpg.jpg?w=1000&h=800&s=1
Sandun Gems And Clothings,8.6174668,81.2167988,4.4,Shopping Malls,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/f3/0d/d4/view.jpg?w=1000&h=-1&s=1
Thusare Talking Hands,6.9141965,79.8573816,4.8,Spas,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/27/47/f8/caption.jpg?w=1000&h=-1&s=1
Bambarakiri Ella Falls,,,4.6,Waterfalls,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/31/e2/3a/bambarakiri-ella-falls.jpg?w=700&h=500&s=1
Kalu Diya Pokuna Natural Black Water Pond,,,4.7,Bodies of Water,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/40/12/34/caption.jpg?w=1000&h=800&s=1
Sri Lanka Navy Museum,7.873054,80.771797,4.3,Military Museums,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/ce/b0/41/sri-lanka-navy-museum.jpg?w=800&h=600&s=1
Kallady Beach,7.7186502,81.718903,3.9,Beaches,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/37/6f/13/kallady-beach.jpg?w=1000&h=-1&s=1
Barefoot,,,4.4,Speciality & Gift Shops,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/2f/7a/3b/the-fabric-display-a.jpg?w=1000&h=800&s=1
Jaffna Public Library,9.6620158,80.0120021,3.7,Libraries,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/1f/b6/4a/the-public-library-of.jpg?w=600&h=500&s=1
Christ Church Warleigh,6.8632253,80.5953003,4.5,Churches & Cathedrals,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/be/cf/af/caption.jpg?w=1000&h=800&s=1
Bogoda Wooden Bridge,7.007998,80.9963482,4.6,Bridges,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/cb/0b/48/bogoda-bridge.jpg?w=1000&h=800&s=1
Mangrove Cave River Safari,6.2735819,80.0392365,3.5,Safaris,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/e9/0a/41/photo2jpg.jpg?w=1000&h=-1&s=1
Sri Lanka Karting Circuit,7.873054,80.771797,4.6,Auto Racing Tracks • Game & Entertainment Centers,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/5b/76/06/the-best-view-of-asia.jpg?w=1000&h=800&s=1
Wadduwa Beach,6.6688021,79.9231094,4.1,Beaches,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/f1/25/08/photo0jpg.jpg?w=1000&h=800&s=1
Raja Museum,7.2943369,80.6411884,3.9,Speciality Museums • History Museums,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/92/c7/5d/the-mummy-of-raja-elephant.jpg?w=1000&h=800&s=1
Kotmale Dam,7.0606233,80.5969563,4.5,Dams,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/05/88/71/kotmale-reservoir-view.jpg?w=1000&h=-1&s=1
Tissamaharama Raja Maha Vihara,6.2801801,81.2900771,4.5,Points of Interest & Landmarks • Religious Sites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/99/c8/99/tissamaharama-stupa.jpg?w=1000&h=-1&s=1
Asokaramaya Buddhist Temple,6.8911128,79.8645096,4.4,Religious Sites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/0c/b9/0b/outside-view.jpg?w=1000&h=800&s=1
Royal Botanic Gardens Peradeniya,7.2681893,80.5966332,4.5,Gardens,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/6e/9e/f8/caption.jpg?w=1000&h=-1&s=1
Sri Lanka Railway Tours,7.873054,80.771797,3.6,Rail Services,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/a4/0f/c8/kandy-to-ella-train-is.jpg?w=1000&h=800&s=1
Kirigalpoththa Hike,6.8008333,80.7616667,4.6,Hiking Trails,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/20/3e/eb/summit-of-kirigalpoththa.jpg?w=1000&h=800&s=1
Riverstone Gap,44.559638,6.079758,4.7,Mountains • Nature & Wildlife Areas,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/72/f6/9a/riverstone-matale-sri.jpg?w=800&h=600&s=1
Galboda Falls,6.9754936,80.5426731,4.8,Waterfalls,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/a4/4b/36/galboda-falls.jpg?w=1000&h=-1&s=1
Old Parliament Building,6.9311095,79.8430296,3.9,Government Buildings,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/ab/df/c2/old-parliament-building.jpg?w=1000&h=-1&s=1
Kosgoda Turtle Care,6.3494134,80.0210888,4.3,Nature & Wildlife Areas,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/e4/fa/1e/kosgoda-turtle-care.jpg?w=1000&h=800&s=1
Adventure Zone,41.858249,-80.957419,4.9,Game & Entertainment Centers,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/69/1f/e2/caption.jpg?w=1000&h=800&s=1
Green Chaya spa Ayurvedic Treatment Center,7.2814574,80.6355487,4.7,Spas,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/c7/b5/69/green-chaya-spa-kandy.jpg?w=1000&h=-1&s=1
Elephant Pass,9.5059878,80.4066627,4,Military Bases & Facilities,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/2c/eb/b1/elephant-pass-war-memorial.jpg?w=1000&h=800&s=1
Hela Osu Suwapiyasa Ayuerweda Spa,6.8740039,81.0480882,4.3,Spas,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/17/b0/14/hela-osu-suwapiyasa-ayurweda.jpg?w=1000&h=800&s=1
Salie's Fine Jewelry & Gem Stones,6.9138769,79.849031,4.9,Speciality & Gift Shops,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/f4/b1/47/photo0jpg.jpg?w=1000&h=800&s=1
Velgam Vehera,8.6471866,81.1696845,4.8,Historic Sites • Ancient Ruins,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/46/e8/29/20190423-111210-2-largejpg.jpg?w=1000&h=800&s=1
Indika Art Gallery,6.036426,80.8043477,4.9,Art Galleries,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/f6/c3/d3/photo0jpg.jpg?w=1000&h=-1&s=1
Alagalla Mountain Range,7.253333,80.446389,4.7,Mountains,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/3d/aa/51/alagalla-mountain-range.jpg?w=800&h=600&s=1
Moragalla Beach,6.4459293,79.9848342,4,Beaches,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/85/ab/10/bed-linen-towles-a-a.jpg?w=800&h=-1&s=1
Ranawana Purana Rajamaha Viharaya,7.2715375,80.5642036,4.5,Points of Interest & Landmarks,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/eb/8a/99/dsc-0250-largejpg.jpg?w=1000&h=800&s=1
Matara Beach,18.3801462,122.0997003,4,Beaches,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/6b/94/2b/caption.jpg?w=800&h=600&s=1
Maha Saman Dewalaya,6.6904875,80.3798906,4.6,Points of Interest & Landmarks,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/48/67/2e/view-from-the-top-of.jpg?w=1000&h=800&s=1
Jeep Safari With Gayan,7.9516113,80.7541932,5,Nature & Wildlife Areas,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/78/10/a7/wild-elephant-minneriya.jpg?w=1000&h=800&s=1
Abhayagiri Dagaba,8.3709388,80.3952811,4.3,Monuments & Statues,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/4f/3c/e9/abhayagiri-stupa.jpg?w=1000&h=800&s=1
Archaeological Museum,,,3.8,History Museums,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/a5/44/30/caption.jpg?w=1000&h=800&s=1
Maduru Oya National Park,7.6476356,81.1868215,4.5,National Parks • Parks,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/db/cb/73/20180726-165238-largejpg.jpg?w=1000&h=800&s=1
Nelum Pokuna Art Street,6.9108032,79.8634467,4.6,Points of Interest & Landmarks,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/4e/e8/99/this-is-the-most-highest.jpg?w=700&h=500&s=1
Mini Adams Peak,6.8651291,81.063078,4.6,Hiking Trails,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/5e/94/c3/sunrise.jpg?w=1000&h=800&s=1
Kadiyanlena Falls,7.0161791,80.5834214,5,Waterfalls,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/e9/8a/fb/photo-1546139912194-largejpg.jpg?w=900&h=700&s=1
Bellagio Colombo Casino,6.904897,79.8536133,3.8,Bars & Clubs • Casinos,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/ef/91/e7/bellagio-sri-lanka-delivers.jpg?w=1000&h=800&s=1
Nallur Kandaswamy Temple,9.6749449,80.0292429,4.2,Religious Sites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/3d/ad/9e/sri-nagapooshani-amman.jpg?w=900&h=-1&s=1
Yala Safari With Tharindu Gihan,6.3048034,81.3003026,4.8,Safaris,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/c5/54/03/leopard-at-yala-national.jpg?w=1000&h=-1&s=1
The Sky Track Lounge & Bar,7.2261153,79.8399779,4.9,Bars & Clubs • Karaoke Bars,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/5e/e6/a8/band-stand.jpg?w=1000&h=800&s=1
Muhudu Maha Vihara,6.8678909,81.8390076,4.3,Points of Interest & Landmarks,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/23/c8/99/muhudu-maha-viharaya.jpg?w=1000&h=800&s=1
Meera Mosque,6.0379227,80.209604,4.1,Historic Sites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/e2/32/2e/view-from-south.jpg?w=1000&h=800&s=1
Kemara,19.8116016,79.6207329,4.7,Health Clubs • Hammams & Turkish Baths,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/21/a8/58/detox-and-moisture.jpg?w=1000&h=800&s=1
Museum of Modern and Contemporary Art Sri Lanka(MMCA),6.9168628,79.8588676,5,Art Museums,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/11/86/ce/tour-by-chief-curator.jpg?w=1000&h=800&s=1
Nelligala International Buddhist Center,7.3021341,80.5596653,4.4,Religious Sites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/04/c9/86/caption.jpg?w=1000&h=-1&s=1
Pidurangala Royal Cave Temple,7.9679596,80.7609684,4.6,Religious Sites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/94/e8/25/caption.jpg?w=1000&h=800&s=1
Dagoba of Thuparama,8.3553384,80.3964686,4.2,Religious Sites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/6f/e0/88/dagoba-of-thuparama.jpg?w=1000&h=-1&s=1
Nallur Kandaswamy Kovil Festival,9.6774824,80.0296041,4.6,Cultural Events,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/13/c2/13/caption.jpg?w=1000&h=800&s=1
Lakshan jeep safari habarana,8.0313402,80.7730483,5,Safaris,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/49/81/22/caption.jpg?w=1000&h=800&s=1
Nature Trail Ella,,,4.5,Hiking Trails,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/de/20/8d/nature-trail-ella.jpg?w=1000&h=800&s=1
Rathna Ella waterfall,6.9999681,80.9830648,4.9,Waterfalls,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/2e/35/61/rathna-ella.jpg?w=1000&h=-1&s=1
Samadhi Statue,8.3698774,80.3981853,4.1,Monuments & Statues,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/a1/6e/ca/samadhi-statue.jpg?w=1000&h=800&s=1
Blue Lanka Tours,6.8793123,79.8996816,4.9,City Tours • Multi-day Tours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/23/a1/ee/blue-lanka-tours-the.jpg?w=900&h=700&s=1
Talalla Beach,5.9466587,80.625407,4.5,Beaches,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/90/24/a3/talalla-beach.jpg?w=1000&h=700&s=1
Galle Fort Clock Tower,6.0300277,80.2151218,3.8,Historic Sites • Points of Interest & Landmarks,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/70/b2/95/caption.jpg?w=600&h=500&s=1
Knuckles Conservation Forest,7.4423921,80.7809609,4.7,Nature & Wildlife Areas,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/e8/91/4b/if-you-want-to-recreate.jpg?w=1000&h=800&s=1
Wasala Ayurvedic Treatment Center,7.9441643,80.735182,5,Spas,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/72/24/93/wasala-ayurvedic-treatment.jpg?w=1000&h=-1&s=1
